ChargeType,ChargeLevel,EffectiveDate,InactiveDate,ShortDescription,Statute,LongDescription,ChargeCode
F,B,20200828,99991231,USE OF CHILD IN SEXUAL PERFORMANCE - SERIOUS EMOTIONAL INJURY,573200,USE OF CHILD IN SEXUAL PERFORMANCE - SERIOUS EMOTIONAL INJURY,573.200-001Y202036
F,C,20200828,99991231,USE OF CHILD IN SEXUAL PERFORMANCE,573200,USE OF CHILD IN SEXUAL PERFORMANCE,573.200-002Y202036
F,C,20200828,99991231,PROMOTING A SEXUAL PERFORMANCE BY A CHILD,573205,PROMOTING A SEXUAL PERFORMANCE BY A CHILD,573.205-001Y202036
F,C,20220828,99991231,PATRONZ SEX PFMNCE BY A CHILD,573206,PATRONIZING A SEXUAL PERFORMANCE BY A CHILD,573.206-001Y202236
M,B,20200828,99991231,FAILURE TO REPORT CHILD FILMED IN AN ACT OF SEXUAL CONDUCT,573215,FAILURE TO REPORT CHILD FILMED IN AN ACT OF SEXUAL CONDUCT,573.215-001N202038
M,A,20200828,99991231,UNDER 19 DANCING IN AN ADULT CABARET,573509,PERSON UNDER AGE 19 DANCING IN AN ADULT CABARET,573.509-001Y202073
M,A,20200828,99991231,ALLOW UNDER 19 DANCE IN ADULT CABARET,573509,ALLOW PERSON UNDER AGE 19 TO DANCE IN AN ADULT CABARET,573.509-002Y202073
M,U,20200828,99991231,VIOL SEX ORIENTED BUSINESS REQ,573531,VIOLATION OF SEXUALLY ORIENTED BUSINESS REQUIREMENTS OF THIS SECTION,573.531-001Y202073
M,A,20220828,99991231,PROVID EXPLC SX MATRL TO STUDT,573550,PROVIDING EXPLICIT SEXUAL MATERIAL TO A STUDENT,573.550-001Y202237
M,A,20200828,99991231,"PEACE DIST, SEC/SUBS OFFENSES",574010,"PEACE DISTURBANCE, SECOND OR SUBSEQUENT OFFENSES",574.010-001Y202053
M,B,20200828,99991231,PEACE DISTURBANCE - 1ST OFFENSE,574010,PEACE DISTURBANCE - 1ST OFFENSE,574.010-002Y202053
M,C,20200828,99991231,PRIVATE PEACE DISTURBANCE,574020,PRIVATE PEACE DISTURBANCE,574.020-001N202053
F,E,20200828,99991231,DISRUPT A HOUSE OF WORSHIP - 3RD OR SUBSEQUENT OFFENSE,574035,DISRUPT A HOUSE OF WORSHIP - 3RD OR SUBSEQUENT OFFENSE,574.035-001Y202053
M,A,20200828,99991231,DISRPT HOUSE OF WORSHIP-2ND OF,574035,DISRUPT A HOUSE OF WORSHIP - 2ND OFFENSE,574.035-002Y202053
M,B,20200828,99991231,DISRUPT HOUSE WORSHIP-1ST OFFENSE,574035,DISRUPT A HOUSE OF WORSHIP - 1ST OFFENSE,574.035-003Y202053
M,B,20200828,99991231,UNLAWFUL ASSEMBLY,574040,UNLAWFUL ASSEMBLY,574.040-001Y202053
M,A,20200828,99991231,RIOTING,574050,RIOTING,574.050-001Y202053
M,C,20200828,99991231,REFUSAL TO DISPERSE,574060,REFUSAL TO DISPERSE,574.060-001N202053
F,D,20200828,99991231,PROMOTING CIVIL DISORDER,574070,PROMOTING CIVIL DISORDER,574.070-001Y202053
M,B,20200828,99991231,DRUNKENNESS OR DRINKING IN CERTAIN PROHIBITED PLACES,574075,DRUNKENNESS OR DRINKING IN CERTAIN PROHIBITED PLACES,574.075-001N202053
F,A,20200828,99991231,CAUSING CATASTROPHE,574080,CAUSING CATASTROPHE,574.080-001Y202053
F,D,20200828,99991231,INSTITUTIONAL VANDALISM,574085,INSTITUTIONAL VANDALISM,574.085-001Y202029
F,E,20200828,99991231,INSTITUTIONAL VANDALISM,574085,INSTITUTIONAL VANDALISM,574.085-002Y202029
M,A,20200828,99991231,INSTITUTIONAL VANDALISM,574085,INSTITUTIONAL VANDALISM - PROPERTY DAMAGE,574.085-003Y202029
F,B,20200828,99991231,MONEY LAUNDERING/ATMPT LAUNDERING,574105,MONEY LAUNDERING OR ATTEMPTED MONEY LAUNDERING,574.105-001Y202026
M,A,20210828,99991231,USING A LASER POINTER,574110,USING A LASER POINTER,574.110-001Y202173
F,D,20200828,99991231,TERRORIST THREAT - 1ST DEGREE,574115,TERRORIST THREAT - 1ST DEGREE,574.115-004Y202016
F,E,20200828,99991231,TERRORIST THREAT - 2ND DEGREE,574120,TERRORIST THREAT - 2ND DEGREE,574.120-001Y202016
M,A,20200828,99991231,TERRORIST THREAT - 3RD DEGREE,574125,TERRORIST THREAT - 3RD DEGREE,574.125-001Y202016
F,B,20200828,99991231,"AGROTERRORISM - DAMAGE TO CROPS, POULTRY, LIVESTOCK OR ANIMAL - $10 MILLION OR >",574130,"AGROTERRORISM - DAMAGE TO CROPS, POULTRY, LIVESTOCK OR ANIMALS (VALUE $10 MILLION OR MORE)",574.130-001Y202055
F,D,20200828,99991231,"AGROTERRORISM - DAMAGE TO CROPS, POULTRY, LIVESTOCK OR ANIMALS (< $10 MILLION)",574130,"AGROTERRORISM - DAMAGE TO CROPS, POULTRY, LIVESTOCK OR ANIMALS (VALUE LESS THAN $10 MILLION)",574.130-002Y202055
F,E,20200828,99991231,CROSS BURNING - 2ND OR SUBSEQUENT OFFENSE,574140,CROSS BURNING - 2ND OR SUBSEQUENT OFFENSE,574.140-001Y202053
M,A,20200828,99991231,CROSS BURNING,574140,CROSS BURNING,574.140-002Y202053
M,A,20200828,99991231,UNLWFL FUNERAL PROTEST-SUB OFF,574160,UNLAWFUL FUNERAL PROTEST - SUBSEQUENT OFFENSE,574.160-001Y202053
M,B,20200828,99991231,UNLAWFUL FUNERAL PROTEST - 1ST OFFENSE,574160,UNLAWFUL FUNERAL PROTEST - 1ST OFFENSE,574.160-002Y202053
M,A,20200828,99991231,INTERFERENCE WITH MEDICAL ASSISTANCE,574200,INTERFERENCE WITH MEDICAL ASSISTANCE,574.200-001Y202014
M,C,20210828,99991231,INTRFNCE W/ HLTH CR FCLTY-2/SB,574203,INTERFERENCE WITH A HEALTH CARE FACILITY-2ND OR SUBSEQUENT OFFENSE,574.203-001N202173
M,D,20210828,99991231,INTRFNCE W/ HLTH CRE FCLTY-1ST,574203,INTERFERENCE WITH A HEALTH CARE FACILITY-1ST OFFENSE,574.203-002N202173
M,C,20210828,99991231,INTRF W/ AMBULNCE SRVC-2ND/SUB,574204,INTERFERENCE WITH AN AMBULANCE SERVICE - 2ND OR SUBSEQUENT OFFENSE,574.204-001N202173
M,D,20210828,99991231,INTRF W/ AMBULNCE SRVC-1ST OFF,574204,INTERFERENCE WITH AN AMBULANCE SERVICE - 1ST OFFENSE,574.204-002N202173
F,E,20200828,99991231,CONCEALING A FELONY,575020,CONCEALING A FELONY,575.020-001Y202050
M,A,20200828,99991231,CONCEALING A MISDEMEANOR,575020,CONCEALING A MISDEMEANOR,575.020-002Y202050
F,E,20200828,99991231,HINDERING PROSECUTION OF FELONY,575030,HINDERING PROSECUTION OF FELONY,575.030-001Y202050
M,A,20200828,99991231,HINDERING PROSECUTION,575030,HINDERING PROSECUTION,575.030-002Y202050
F,A,20200828,99991231,PERJ SEC CONV OF ACC MDR,575040,PERJURY IN CRIMINAL TRIAL TO SECURE CONVICTION OF MURDER,575.040-001Y202050
F,B,20200828,99991231,PERJ-FLNY OTHR THN MDR,575040,PERJURY IN CRIMINAL TRIAL TO SECURE NON-MURDER FELONY CONVICTION,575.040-002Y202050
F,D,20200828,99991231,PERJURY IN A PROCEDURE INVOLVING A FELONY CHARGE,575040,PERJURY IN A PROCEDURE INVOLVING A FELONY CHARGE,575.040-003Y202050
F,E,20200828,99991231,PERJURY IN A PROCEDURE NOT INVOLVING A FELONY CHARGE,575040,PERJURY IN A PROCEDURE NOT INVOLVING A FELONY CHARGE,575.040-004Y202050
M,A,20200828,99991231,MAKE FALSE AFFIDAVIT/MISLEAD,575050,MAKE FALSE AFFIDAVIT TO MISLEAD A PUBLIC SERVANT,575.050-001Y202050
M,C,20200828,99991231,MAKING A FALSE AFFIDAVIT,575050,MAKING A FALSE AFFIDAVIT,575.050-002N202050
M,B,20200828,99991231,MAKING FALSE DECLARATION,575060,MAKING A FALSE DECLARATION,575.060-001Y202050
M,B,20200828,99991231,MAKING FALSE REPORT,575080,MAKING FALSE REPORT,575.080-001Y202048
F,E,20200828,99991231,MAKING A FALSE BOMB REPORT,575090,MAKING A FALSE BOMB REPORT,575.090-001Y202016
F,D,20200828,99991231,TAMPERING WITH A JUDICIAL OFFICER,575095,TAMPERING WITH A JUDICIAL OFFICER,575.095-001Y202050
F,B,20230828,99991231,TAMPR W/JUD OFCR-DEATH/INJURY,575095,TAMPERING WITH A JUDICIAL OFFICER - RESULTING IN DEATH OR INJURY,575.095-002Y202350
F,E,20200828,99991231,TAMPERING WITH PHYSICAL EVIDENCE IN FELONY PROSECUTION,575100,TAMPERING WITH PHYSICAL EVIDENCE IN FELONY PROSECUTION,575.100-001Y202050
M,A,20200828,99991231,TAMPER PHYSICAL EVIDENCE,575100,TAMPERING WITH PHYSICAL EVIDENCE,575.100-002Y202050
M,A,20200828,99991231,TAMPERING WITH A PUBLIC RECORD,575110,TAMPERING WITH A PUBLIC RECORD,575.110-001Y202050
M,A,20200828,99991231,IMPERSONATE LAW ENF OFF,575120,FALSE IMPERSONATION LAW ENFORCEMENT OFFICER,575.120-001Y202050
M,B,20200828,99991231,FALSE IMPERSONATION,575120,FALSE IMPERSONATION,575.120-002Y202050
M,B,20200828,99991231,SIMULATING LEGAL PROCESS,575130,SIMULATING LEGAL PROCESS,575.130-001Y202050
M,B,20200828,99991231,FILING A NONCONSENSUAL COMMON LAW LIEN,575133,FILING A NONCONSENSUAL COMMON LAW LIEN,575.133-001N202050
M,A,20200828,99991231,FAIL/REFS OBY/RESIST LEO/FIRE,575145,WILLFULLY FAILING/REFUSING TO OBEY OR RESISTING/OPPOSING LEO OR FIREFIGHTER IN THE PROPER DISCHARGE OF THEIR DUTIES,575.145-001Y202048
F,E,20200828,99991231,RESISTING/INTERFERING WITH ARREST FOR A FELONY,575150,RESISTING/INTERFERING WITH ARREST FOR A FELONY,575.150-001Y202048
F,E,20200828,99991231,RESIST ARREST/DETENTION/STOP BY FLEEING - CREATE SBSTNTL RISK-SERIOUS INJ/DEATH,575150,RESISTING ARREST/DETENTION/STOP BY FLEEING - CREATING A SUBSTANTIAL RISK OF SERIOUS INJURY/DEATH TO ANY PERSON,575.150-002Y202048
M,A,20200828,99991231,"RES/INT W/ARREST, DET, STOP",575150,"RESISTING/INTERFERING WITH ARREST, DETENTION OR STOP",575.150-003Y202048
F,D,20200828,99991231,DISARMING A PEACE OFFICER OR CORRECTIONAL OFFICER WHILE PERFORMING OFFICIAL DUTY,575153,DISARMING A PEACE OFFICER OR CORRECTIONAL OFFICER WHILE PERFORMING OFFICIAL DUTY,575.153-001Y202048
F,E,20200828,99991231,ENDANGER CORRECTION EMP/VISTR/OFFNDR BY ATMPT/KNOW CAUSE CONTACT W BODY FLUID,575155,ENDANGER CORRECTIONAL EMPLOYEE/VISITOR/ANOTHER OFFENDER BY ATTEMPT/KNOWINGLY CAUSE PERSON TO COME IN CONTACT WITH BODILY FLUID(S),575.155-001Y202013
M,A,20200828,99991231,ENDNGR CORRECTION EMP/VISTR/OFFNDR BY ATMPT/KNW CAUSE TO CONTACT UNKNWN SUBSTNC,575155,ENDANGER CORRECTIONAL EMPLOYEE/VISITOR/ANOTHER OFFENDER BY ATTEMPT/KNOWINGLY CAUSE PERSON TO COME INTO CONTACT WITH UNIDENTIFIED SUBSTANCE,575.155-002Y202013
F,D,20200828,99991231,ENDANG CORR/VSIT/OFFNDR-DISESE,575155,ENDANGRNG CORRECTIONS EMPLYEE/VISITR/ANOTHER OFFENDR BY ATTMPT/KNWNG EXPOSE PERSON TO INFECTIUS/COMMNICABLE DISEASE,575.155-003Y202013
F,D,20200828,99991231,SVP ENDGR DMH WRK/OTHR-INF DSE,575157,"SVP ENDNGR DMH EMPLYE, VSTR, OTHR PRSN OR OFDR BY ATMPT TO OR KNWNGLY CAUSE PRSN TO CONTCT INFCTIUS/COMNCBLE DISESE",575.157-001Y202013
F,E,20200828,99991231,DMH OFFNDR ENDANGER DMH EMPL/VIS/OTHER/OFFNDR BY ATTEMPT/KNOW CONTACT BODY FLUID,575157,"DMH OFFENDER ENDANGER DMH EMPLOYEE, VISITOR, OTHER PERSON OR OFFENDER BY ATTEMPT TO OR KNOWNGLY CAUSE PERSON TO CONTACT BODY FLUIDS/FECES",575.157-002Y202013
F,E,20200828,99991231,AID SEX OFFENDER TO ELUDE LAW RE NONCOMPLY W SEX OFFENDER REGISTRY REQUIREMENT,575159,AIDING SEXUAL OFFENDER TO ELUDE LAW ENFORCEMENT RE NONCOMPLIANCE WITH SEX OFFENDER REGISTRATION REQUIREMENTS,575.159-001Y202048
M,B,20200828,99991231,INTERFC WITH LEGAL PROCESS,575160,INTERFERENCE WITH LEGAL PROCESS,575.160-001Y202050
M,C,20200828,99991231,REFUSE MAKE EMPLOYEE AVAILABLE,575170,REFUSING TO MAKE EMPLOYEE AVAILABLE FOR SERVICE OF PROCESS,575.170-001N202050
F,E,20200828,99991231,FAILURE TO EXECUTE WARRANT,575180,FAILURE TO EXECUTE WARRANT,575.180-001Y202050
M,A,20200828,99991231,FAILURE TO EXECUTE WARRANT,575180,FAILURE TO EXECUTE WARRANT,575.180-002Y202050
M,C,20200828,99991231,REFUSAL TO IDENTIFY WITNESS,575190,REFUSAL TO IDENTIFY AS A WITNESS,575.190-001N202048
F,E,20200828,99991231,"ESCAPE COMMITMENT, DETENTION, CONDITIONAL RELEASE FROM STATE MENTAL HOSPITAL/DMH",575195,"ESCAPE FROM COMMITMENT, DETENTION, CONDITIONAL RELEASE FROM STATE MENTAL HOSPITAL/DMH",575.195-001Y202049
F,A,20200828,99991231,ESC CUSTODY W/DW/DI/HH,575200,"ESCAPE OR ATTEMPTED ESCAPE FROM CUSTODY WITH DEADLY WEAPON, DANGEROUS INSTRUMENT OR BY HOLDING HOSTAGE",575.200-001Y202049
F,E,20200828,99991231,ESCAPE OR ATTEMPTED ESCAPE FROM CUSTODY WHILE UNDER ARREST FOR FELONY,575200,ESCAPE OR ATTEMPTED ESCAPE FROM CUSTODY WHILE UNDER ARREST FOR FELONY,575.200-002Y202049
M,A,20200828,99991231,ESCAPE/ATTEMPT ESC FROM CUSTOD,575200,ESCAPE OR ATTEMPTED ESCAPE FROM CUSTODY,575.200-003Y202049
F,D,20200828,99991231,TAMPERING WITH ELECTRONIC MONITORING EQUIPMENT,575205,TAMPERING WITH ELECTRONIC MONITORING EQUIPMENT,575.205-001Y202050
F,D,20200828,99991231,VIOLATING A CONDITION OF LIFETIME SUPERVISION,575206,VIOLATING A CONDITION OF LIFETIME SUPERVISION,575.206-001Y202050
F,A,20200828,99991231,ESC FRM CONF W/DW/DI/HH,575210,"ESCAPE OR ATTEMPTED ESCAPE FROM CONFINEMENT WITH DEADLY WEAPON, DANGEROUS INSTRUMENT OR BY HOLDING HOSTAGE",575.210-001Y202049
F,B,20200828,99991231,ESC ATMP ESC DEPT OF COR,575210,ESCAPE OR ATTEMPTED ESCAPE FROM DEPARTMENT OF CORRECTIONS,575.210-002Y202049
F,D,20200828,99991231,ESCAPE OR ATTEMPTED ESCAPE FROM CONFINEMENT BY STRIKING PERSON,575210,ESCAPE OR ATTEMPTED ESCAPE FROM CONFINEMENT BY STRIKING PERSON,575.210-003Y202049
F,E,20200828,99991231,ESCAPE OR ATTEMPTED ESCAPE FROM CONFINEMENT,575210,ESCAPE OR ATTEMPTED ESCAPE FROM CONFINEMENT,575.210-004Y202049
F,E,20200828,99991231,FAILURE TO RETURN TO CONFINEMENT TO DEPARTMENT OF CORRECTIONS,575220,FAILURE TO RETURN TO CONFINEMENT TO DEPARTMENT OF CORRECTIONS,575.220-001Y202049
M,A,20200828,99991231,FAIL RETRN CONFNMNT FEL CONVCT,575220,FAILURE TO RETURN TO CONFINEMENT IN COUNTY/PRIVATE JAIL ON A FELONY CONVICTION,575.220-002Y202049
M,C,20200828,99991231,FAILURE RETURN TO CONFINEMENT,575220,FAILURE RETURN TO CONFINEMENT,575.220-003N202049
F,B,20200828,99991231,AIDING ESC PRSNR W/DW/DI,575230,AIDING ESCAPE OF PRISONER BY USING DEADLY WEAPON OR DANGEROUS INSTRUMENT,575.230-001Y202049
F,B,20200828,99991231,AID ESC-PRIS-CONF FEL,575230,AIDING ESCAPE OF PRISONER CONFINED FOR FELONY,575.230-002Y202049
M,A,20200828,99991231,AIDING ESCAPE OF A PRISONER,575230,AIDING ESCAPE OF A PRISONER,575.230-003Y202049
F,B,20200828,99991231,PUB SERVT PER ESC DW/DI,575240,PERMITTING ESCAPE BY ALLOWING USE OF DEADLY WEAPON,575.240-001Y202049
F,E,20200828,99991231,PERMITTING ESCAPE,575240,PERMITTING ESCAPE,575.240-002Y202049
M,A,20200828,99991231,DISTURB A JUDICIAL PROCEEDING,575250,DISTURB A JUDICIAL PROCEEDING,575.250-001Y202050
F,D,20200828,99991231,TAMPERING WITH JUDICIAL PROCEEDING,575260,TAMPERING WITH JUDICIAL PROCEEDING,575.260-001Y202050
F,D,20200828,99991231,TAMPERING WITH A WITNESS IN A FELONY PROSECUTION,575270,TAMPERING WITH A WITNESS IN A FELONY PROSECUTION,575.270-001Y202050
M,A,20200828,99991231,TAMPERING WITH A WITNESS,575270,TAMPERING WITH A WITNESS,575.270-002Y202050
F,D,20200828,99991231,TAMPER OR ATTEMPT TO TAMPER WITH A VICTIM IN A FELONY PROSECUTION,575270,TAMPER OR ATTEMPT TO TAMPER WITH A VICTIM IN A FELONY PROSECUTION,575.270-003Y202050
M,A,20200828,99991231,TAMPER/ATTMPT TAMPER W/ VICTIM,575270,TAMPERING WITH A VICTIM OR ATTEMPT TAMPERING WITH VICTIM,575.270-004Y202050
F,C,20200828,99991231,ACCED TO CORR-JURY,575280,"ACCEDING TO CORRUPTION - JUDGE, JUROR, MASTER, REFEREE OR ARBITRATOR",575.280-001Y202050
F,D,20200828,99991231,ACCEDING TO CORRUPTION - WITNESS/PROSPECTIVE WITNESS,575280,ACCEDING TO CORRUPTION - WITNESS/PROSPECTIVE WITNESS,575.280-002Y202051
M,A,20200828,99991231,ACCEDING TO CORRUPTION,575280,ACCEDING TO CORRUPTION,575.280-003Y202050
F,E,20200828,99991231,ACCEDING TO CORRUPTION-FELONY PROSECUTION/TESTIFY FALSELY,575280,ACCEDING TO CORRUPTION-FELONY PROSECUTION/TESTIFY FALSELY,575.280-004Y202050
M,B,20200828,99991231,IMPROPER COMMUNICATION,575290,IMPROPER COMMUNICATION,575.290-001Y202050
M,A,20200828,99991231,MISCONDUCT BY JUROR,575300,MISCONDUCT BY JUROR,575.300-001Y202050
M,B,20200828,99991231,MISCOND-SELECT OR SUMMON JUROR,575310,MISCONDUCT IN SELECTING OR SUMMONING A JUROR,575.310-001Y202050
M,A,20200828,99991231,MISCONDUCT/ADMINISTER JUSTICE,575320,MISCONDUCT IN ADMINISTRATION OF JUSTICE,575.320-001Y202050
M,C,20200828,99991231,ASSAULT ON A POLICE ANIMAL,575353,ASSAULT ON A POLICE ANIMAL,575.353-001N202073
F,E,20200828,99991231,KNOWINGLY CAUSE THE DEATH OR DISABLEMENT OF A POLICE ANIMAL,575353,KNOWINGLY CAUSE THE DEATH OR DISABLEMENT OF A POLICE ANIMAL,575.353-002Y202073
F,E,20200828,99991231,BRIBERY OF A PUBLIC SERVANT,576010,BRIBERY OF A PUBLIC SERVANT,576.010-001Y202051
F,E,20200828,99991231,ACCEDING TO CORRUPTION BY A PUBLIC SERVANT,576020,ACCEDING TO CORRUPTION BY A PUBLIC SERVANT,576.020-001Y202051
M,B,20200828,99991231,OBSTRUCT-GOVERNMENT OPERATION,576030,OBSTRUCTING GOVERNMENT OPERATIONS,576.030-001Y202050
M,A,20200828,99991231,OFFICIAL MISCONDUCT,576040,OFFICIAL MISCONDUCT,576.040-001Y202050
M,A,20200828,99991231,MISUSE OFFICIAL INFORMATION,576050,MISUSE OF OFFICIAL INFORMATION BY A PUBLIC SERVANT,576.050-001Y202073
I,,20200828,99991231,FAIL TO GIVE TAX LIST,576060,FAILURE TO GIVE A TAX LIST,576.060-001N202061
F,A,20200828,99991231,TREASON,576070,TREASON,576.070-001Y202001
F,D,20200828,99991231,SUPPORTING TERRORISM,576080,SUPPORTING TERRORISM,576.080-001Y202016
F,B,20200828,99991231,DWI - HABITUAL,577010,DWI - HABITUAL,577.010-019Y202054
F,B,20200828,99991231,DWI - DEATH OF L/E OR EMERGENCY PERSONNEL,577010,DWI - DEATH OF LAW ENFORCEMENT OR EMERGENCY PERSONNEL,577.010-020Y202054
F,B,20200828,99991231,DWI - DEATH OF 2 OR MORE,577010,DWI - DEATH OF 2 OR MORE,577.010-021Y202054
F,C,20200828,99991231,DWI - CHRONIC,577010,DWI - CHRONIC,577.010-022Y202054
F,C,20200828,99991231,DWI - SERIOUS PHYSICAL INJURY TO L/E OR EMERGENCY PERSONNEL,577010,DWI - SERIOUS PHYSICAL INJURY TO LAW ENFORCEMENT OR EMERGENCY PERSONNEL,577.010-023Y202054
F,C,20200828,99991231,DWI - DEATH OF ANOTHER,577010,DWI - DEATH OF ANOTHER,577.010-024Y202054
F,D,20200828,99991231,DWI - AGGRAVATED,577010,DWI - AGGRAVATED,577.010-025Y202054
F,D,20200828,99991231,DWI - PHYSICAL INJURY TO L/E OR EMERGENCY PERSONNEL,577010,DWI - PHYSICAL INJURY TO LAW ENFORCEMENT OR EMERGENCY PERSONNEL,577.010-026Y202054
F,D,20200828,99991231,DWI - SERIOUS PHYSICAL INJURY,577010,DWI - SERIOUS PHYSICAL INJURY,577.010-027Y202054
F,E,20200828,99991231,DWI - PERSISTENT,577010,DWI - PERSISTENT,577.010-028Y202054
F,E,20200828,99991231,DWI - PHYSICAL INJURY,577010,DWI - PHYSICAL INJURY,577.010-029Y202054
M,A,20200828,99991231,DWI - PRIOR,577010,DWI - PRIOR,577.010-030Y202054
M,A,20200828,99991231,DWI - PERSON LESS THAN 17 YOA IN VEHICLE,577010,DWI - PERSON LESS THAN 17 YEARS OF AGE IN VEHICLE,577.010-031Y202054
M,B,20200828,99991231,DRIVING WHILE INTOXICATED,577010,DRIVING WHILE INTOXICATED,577.010-032Y202054
F,B,20200828,99991231,DWI - DEATH OF ANOTHER NOT A PASSENGER,577010,DWI - DEATH OF ANOTHER NOT A PASSENGER,577.010-033Y202054
F,A,20200828,99991231,DWI - 2ND OR SUBSEQUENT FELONY B (577.010.2(6)(A-E)),577010,DWI - 2ND OR SUBSEQUENT FELONY B (577.010.2(6)(A-E)),577.010-034Y202054
F,B,20200828,99991231,DWI - BAC > OR =.18 AND DEATH OF PERSON,577010,DWI - BAC > OR =.18 AND DEATH OF PERSON,577.010-035Y202054
F,B,20200828,99991231,BAC - HABITUAL OFFENDER,577012,BAC - HABITUAL OFFENDER,577.012-001Y202054
F,B,20200828,99991231,BAC - CMV (.04 OR MORE) - HABITUAL OFFENDER,577012,BAC - CMV (.04 OR MORE) - HABITUAL OFFENDER,577.012-002Y202054
F,C,20200828,99991231,BAC - CHRONIC OFFENDER,577012,BAC - CHRONIC OFFENDER,577.012-003Y202054
F,C,20200828,99991231,BAC - CMV (.04 - .079) - CHRONIC OFFENDER,577012,BAC - CMV (.04 - .079) - CHRONIC OFFENDER,577.012-004Y202054
F,D,20200828,99991231,BAC - AGGRAVATED OFFENDER,577012,BAC - AGGRAVATED OFFENDER,577.012-005Y202054
F,D,20200828,99991231,BAC - CMV (.04 - .079) - AGGRAVATED OFFENDER,577012,BAC - CMV (.04 - .079) - AGGRAVATED OFFENDER,577.012-006Y202054
F,E,20200828,99991231,BAC - PERSISTENT OFFENDER,577012,BAC - PERSISTENT OFFENDER,577.012-007Y202054
F,E,20200828,99991231,BAC - CMV (.04 - .079) - PERSISTENT OFFENDER,577012,BAC - CMV (.04 - .079) - PERSISTENT OFFENDER,577.012-008Y202054
M,A,20200828,99991231,BAC - PRIOR OFFENDER,577012,BAC - PRIOR OFFENDER,577.012-009Y202054
M,A,20200828,99991231,BAC - CMV (.04 - .079) - PRIOR OFFENDER,577012,BAC - CMV (.04 - .079) - PRIOR OFFENDER,577.012-010Y202054
M,B,20200828,99991231,BLOOD ALCOHOL CONTENT - BAC,577012,BLOOD ALCOHOL CONTENT - BAC,577.012-011Y202054
M,B,20200828,99991231,BAC - CMV (.04 - .079),577012,BAC - CMV (.04 - .079),577.012-012Y202054
F,A,20200828,99991231,BWI - HABITUAL - 2ND OR SUBSEQUENT VIOLATION,577013,BWI - HABITUAL - 2ND OR SUBSEQUENT VIOLATION,577.013-001Y202054
F,B,20200828,99991231,BWI - HABITUAL,577013,BWI - HABITUAL,577.013-004Y202054
F,B,20200828,99991231,BWI - DEATH OF L/E OR EMERGENCY PERSONNEL,577013,BWI - DEATH OF LAW ENFORCEMENT OR EMERGENCY PERSONNEL,577.013-005Y202054
F,C,20200828,99991231,BWI - CHRONIC,577013,BWI - CHRONIC,577.013-007Y202054
F,C,20200828,99991231,BWI - SERIOUS PHYSICAL INJURY TO L/E OR EMERGENCY PERSONNEL,577013,BWI - SERIOUS PHYSICAL INJURY TO LAW ENFORCEMENT OR EMERGENCY PERSONNEL,577.013-008Y202054
F,C,20200828,99991231,BWI - DEATH OF ANOTHER,577013,BWI - DEATH OF ANOTHER,577.013-009Y202054
F,D,20200828,99991231,BWI - AGGRAVATED,577013,BWI - AGGRAVATED,577.013-010Y202054
F,D,20200828,99991231,BWI - PHYSICAL INJURY TO L/E OR EMERGENCY PERSONNEL,577013,BWI - PHYSICAL INJURY TO LAW ENFORCEMENT OR EMERGENCY PERSONNEL,577.013-011Y202054
F,D,20200828,99991231,BWI - SERIOUS PHYSICAL INJURY,577013,BWI - SERIOUS PHYSICAL INJURY,577.013-012Y202054
F,E,20200828,99991231,BWI - PERSISTENT,577013,BWI - PERSISTENT,577.013-013Y202054
F,E,20200828,99991231,BWI - PHYSICAL INJURY,577013,BWI - PHYSICAL INJURY,577.013-014Y202054
M,A,20200828,99991231,BWI - PRIOR,577013,BWI - PRIOR,577.013-015Y202054
M,A,20200828,99991231,BWI - PERSON LESS THAN 17 YOA IN VEHICLE,577013,BWI - PERSON LESS THAN 17 YEARS OF AGE IN VEHICLE,577.013-016Y202054
M,B,20200828,99991231,BOATING WHILE INTOXICATED,577013,BOATING WHILE INTOXICATED,577.013-017Y202054
F,B,20200828,99991231,BOATING BAC - HABITUAL OFFENDER,577014,BOATING BAC - HABITUAL OFFENDER,577.014-001Y202054
F,C,20200828,99991231,BOATING BAC - CHRONIC OFFENDER,577014,BOATING BAC - CHRONIC OFFENDER,577.014-002Y202054
F,D,20200828,99991231,BOATING BAC - AGGRAVATED OFFENDER,577014,BOATING BAC - AGGRAVATED OFFENDER,577.014-003Y202054
F,E,20200828,99991231,BOATING BAC - PERSISTENT OFFENDER,577014,BOATING BAC - PERSISTENT OFFENDER,577.014-004Y202054
M,A,20200828,99991231,BOATING BAC - PRIOR OFFENDER,577014,BOATING BAC - PRIOR OFFENDER,577.014-005Y202054
M,B,20200828,99991231,BOATING BAC,577014,BOATING BAC,577.014-006Y202054
M,A,20200828,99991231,OPERATING AIRCRAFT WHILE INTOXICATED - PRIOR OFFENDER,577015,OPERATING AIRCRAFT WHILE INTOXICATED - PRIOR OFFENDER,577.015-001Y202054
M,C,20200828,99991231,OPERATING AIRCRAFT WHILE INTOXICATED,577015,OPERATING AIRCRAFT WHILE INTOXICATED,577.015-002Y202054
M,A,20200828,99991231,OPERATING AIRCRAFT WITH EXCESSIVE BAC - PRIOR OFFENDER,577016,OPERATING AIRCRAFT WITH EXCESSIVE BAC - PRIOR OFFENDER,577.016-001Y202054
